商品	订单号	订单状态	商品总价(元)	邮费(元)	店铺优惠折扣(元)	平台优惠折扣(元)	多多支付立减金额(元)	用户实付金额(元)	商家实收金额(元)	商品数量(件)	发货时间	确认收货时间	商品id	商品规格	样式ID	商家备注	售后状态	快递单号	快递公司	订单成交时间
莱特5本加厚200页B5学生笔记本办公记事本白领工作记录本子笔记本	240529-516659658993833	已发货，待收货	"16.8	"	"0.0	"	"1.68	"	"0.0	"	"0.0	"	"15.12	"	"15.12	"	"2	"	2024/5/30 10:19	"	"	"608059073339	"	A5五本（每本60张）	"1593732323451	"	"	"	无售后或售后取消	"777218522319928	"	申通快递	2024/5/29 17:31
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-584969101052249	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.01	"	"4.5	"	"4.5	"	"1	"	2024/5/29 15:27	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218719589620	"	申通快递	2024/5/29 15:09
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-658778407303503	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"2.0	"	"0.0	"	"2.5	"	"4.5	"	"1	"	2024/5/29 15:27	"	"	"609881478958	"	16K汉语拼音本(5本)	"1599890404784	"	"	"	无售后或售后取消	"777218719585323	"	申通快递	2024/5/29 14:58
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-015644782160027	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 15:27	"	"	"609881478958	"	16K田字本(5本)	"1599890404778	"	"	"	无售后或售后取消	"777218719589065	"	申通快递	2024/5/29 14:40
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-613102405161603	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.97	"	"0.0	"	"7.13	"	"8.1	"	"2	"	2024/5/29 15:27	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218719589096	"	申通快递	2024/5/29 14:30
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-441303713321603	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.97	"	"0.0	"	"7.13	"	"8.1	"	"2	"	2024/5/29 15:27	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777218719589096	"	申通快递	2024/5/29 14:30
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-269505021481603	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.97	"	"0.0	"	"7.13	"	"8.1	"	"2	"	2024/5/29 15:27	"	"	"609881478958	"	16K双线数学本(5本)	"1599890404779	"	"	"	无售后或售后取消	"777218719589096	"	申通快递	2024/5/29 14:30
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-054756656681603	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.97	"	"0.0	"	"7.13	"	"8.1	"	"2	"	2024/5/29 15:27	"	"	"609881478958	"	16K方格语文本(5本)	"1599890404773	"	"	"	无售后或售后取消	"777218719589096	"	申通快递	2024/5/29 14:30
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-235389621983229	未发货，退款成功	"9.0	"	"0.0	"	"0.9	"	"0.0	"	"0.0	"	"8.1	"	"8.1	"	"2	"	"	"	"	"	"609881478958	"	16K横线语文本(5本)	"1599890404772	"	"	"	退款成功	"	"	"	"	2024/5/29 13:30
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-643977777581401	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"1.62	"	"0.0	"	"6.48	"	"8.1	"	"2	"	2024/5/29 13:20	"	"	"609881478958	"	16K田字本(5本)	"1599890404778	"	"	"	无售后或售后取消	"777218681974920	"	申通快递	2024/5/29 13:07
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-558078431661401	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"1.62	"	"0.0	"	"6.48	"	"8.1	"	"2	"	2024/5/29 13:20	"	"	"609881478958	"	16K单线数学本(5本)	"1599890404780	"	"	"	无售后或售后取消	"777218681974920	"	申通快递	2024/5/29 13:07
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-472179085741401	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"1.62	"	"0.0	"	"6.48	"	"8.1	"	"2	"	2024/5/29 13:20	"	"	"609881478958	"	16K方格语文本(5本)	"1599890404773	"	"	"	无售后或售后取消	"777218681974920	"	申通快递	2024/5/29 13:07
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-386279739821401	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"1.61	"	"0.0	"	"6.49	"	"8.1	"	"2	"	2024/5/29 13:20	"	"	"609881478958	"	16K生字本(5本)	"1599890404781	"	"	"	无售后或售后取消	"777218681974920	"	申通快递	2024/5/29 13:07
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-300380393901401	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"1.62	"	"0.0	"	"6.48	"	"8.1	"	"2	"	2024/5/29 13:20	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777218681974920	"	申通快递	2024/5/29 13:07
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-549972928933684	待付款	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	"	"	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"	"	"	"	"	"
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-653210447473428	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 13:20	"	"	"609881478958	"	16K书法本(田字格5本)	"1599890404774	"	"	"	无售后或售后取消	"777218681974931	"	申通快递	2024/5/29 12:17
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-030440189553428	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 13:20	"	"	"609881478958	"	16K横线语文本(5本)	"1599890404772	"	"	"	无售后或售后取消	"777218681974931	"	申通快递	2024/5/29 12:17
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-495394558193428	未发货，退款成功	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	"	"	"	"	"609881478958	"	16K练习本(5本)	"1599890404782	"	"	"	退款成功	"	"	"	"	2024/5/29 12:14
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-323595866353428	未发货，退款成功	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	"	"	"	"	"609881478958	"	16K书法本(田字格5本)	"1599890404774	"	"	"	退款成功	"	"	"	"	2024/5/29 12:14
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-257304829640556	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 13:20	"	"	"609881478958	"	16K练习本(5本)	"1599890404782	"	"	"	无售后或售后取消	"777218682018753	"	申通快递	2024/5/29 11:18
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-332026407272002	已取消	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	"	"	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"	"	"	"	"	"
莱特10本加厚16K大号学校统一学生作业本小学汉语拼音本纠错本	240529-250557263451245	已发货，待收货	"6.7	"	"0.0	"	"0.0	"	"0.67	"	"0.0	"	"6.03	"	"6.7	"	"1	"	2024/5/29 13:20	"	"	"607820221890	"	32K田字本(10本)	"1596346464012	"	"	"	无售后或售后取消	"777218682019065	"	申通快递	2024/5/29 10:31
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-098193937980056	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 10:14	"	"	"609881478958	"	16K书法本(米字格5本)	"1599890404775	"	"	"	无售后或售后取消	"777218246909238	"	申通快递	2024/5/29 9:47
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-469662513340056	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 10:14	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777218246909238	"	申通快递	2024/5/29 9:43
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-643741796082824	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.49	"	"0.0	"	"3.56	"	"4.05	"	"1	"	2024/5/29 9:30	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777218264518275	"	申通快递	2024/5/29 9:21
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-428993431282824	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.49	"	"0.0	"	"3.56	"	"4.05	"	"1	"	2024/5/29 9:30	"	"	"609881478958	"	16K横线语文本(5本)	"1599890404772	"	"	"	无售后或售后取消	"777218264518275	"	申通快递	2024/5/29 9:21
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-257194739442824	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.48	"	"0.0	"	"3.57	"	"4.05	"	"1	"	2024/5/29 9:30	"	"	"609881478958	"	16K双线数学本(5本)	"1599890404779	"	"	"	无售后或售后取消	"777218264518275	"	申通快递	2024/5/29 9:21
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-085396047602824	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.48	"	"0.0	"	"3.57	"	"4.05	"	"1	"	2024/5/29 9:30	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218264518275	"	申通快递	2024/5/29 9:21
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-535591698781590	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.97	"	"0.0	"	"7.13	"	"8.1	"	"2	"	2024/5/29 9:30	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777218264517653	"	申通快递	2024/5/29 9:09
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-563683080500338	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.23	"	"0.0	"	"3.82	"	"4.05	"	"1	"	2024/5/29 9:15	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777218255588034	"	申通快递	2024/5/29 9:07
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-477783734580338	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.23	"	"0.0	"	"3.82	"	"4.05	"	"1	"	2024/5/29 9:15	"	"	"609881478958	"	16K生字本(5本)	"1599890404781	"	"	"	无售后或售后取消	"777218255588034	"	申通快递	2024/5/29 9:07
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-369801315994079	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.58	"	"0.0	"	"3.92	"	"4.5	"	"1	"	2024/5/29 9:15	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218255592021	"	申通快递	2024/5/29 8:42
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-137415944550601	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.45	"	"0.0	"	"4.05	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K汉语拼音本(5本)	"1599890404784	"	"	"	无售后或售后取消	"777218191251265	"	申通快递	2024/5/29 7:49
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-659517684090755	已取消	"9.0	"	"0.0	"	"0.9	"	"0.97	"	"0.0	"	"7.13	"	"8.1	"	"2	"	"	"	"	"	"609881478958	"	16K生字本(5本)	"1599890404781	"	"	"	无售后或售后取消	"	"	"	"	"	"
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-091462059770755	已取消	"13.5	"	"0.0	"	"1.35	"	"1.45	"	"0.0	"	"10.7	"	"12.15	"	"3	"	"	"	"	"	"609881478958	"	16K汉语拼音本(5本)	"1599890404784	"	"	"	无售后或售后取消	"	"	"	"	"	"
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-670721687811391	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.45	"	"0.0	"	"4.05	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777218191250235	"	申通快递	2024/5/29 6:23
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-250331819753016	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"1.05	"	"0.0	"	"7.05	"	"8.1	"	"2	"	2024/5/29 8:38	"	"	"609881478958	"	16K方格语文本(5本)	"1599890404773	"	"	"	无售后或售后取消	"777218191251466	"	申通快递	2024/5/29 0:49
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-593420695812420	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.0	"	"0.0	"	"8.1	"	"8.1	"	"2	"	2024/5/29 8:38	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218191250151	"	申通快递	2024/5/29 0:21
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-207827812612420	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.97	"	"0.0	"	"7.13	"	"8.1	"	"2	"	2024/5/29 8:38	"	"	"609881478958	"	16K单线数学本(5本)	"1599890404780	"	"	"	无售后或售后取消	"777218191250151	"	申通快递	2024/5/29 0:19
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240529-391328601680401	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K田字本(5本)	"1599890404778	"	"	"	无售后或售后取消	"777218191250229	"	申通快递	2024/5/29 0:00
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-064259397423816	未发货，退款成功	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	"	"	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	退款成功	"	"	"	"	2024/5/28 23:33
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-508281547130263	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.0	"	"0.0	"	"8.1	"	"8.1	"	"2	"	2024/5/29 8:38	"	"	"609881478958	"	16K单线数学本(5本)	"1599890404780	"	"	"	无售后或售后取消	"777218191249971	"	申通快递	2024/5/28 23:14
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-357181755600250	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K方格语文本(5本)	"1599890404773	"	"	"	无售后或售后取消	"777218191247066	"	申通快递	2024/5/28 23:04
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-015136274863532	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.0	"	"0.0	"	"8.1	"	"8.1	"	"2	"	2024/5/29 8:38	"	"	"609881478958	"	16K单线数学本(5本)	"1599890404780	"	"	"	无售后或售后取消	"777218191250140	"	申通快递	2024/5/28 22:18
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-215086569263532	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.0	"	"0.0	"	"8.1	"	"8.1	"	"2	"	2024/5/29 8:38	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218191250140	"	申通快递	2024/5/28 22:16
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-465685789103532	已取消	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	"	"	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"	"	"	"	"	"
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-413990919861407	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"2.5	"	"0.0	"	"1.55	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K双线数学本(5本)	"1599890404779	"	"	"	无售后或售后取消	"777218191251296	"	申通快递	2024/5/28 22:09
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-242192228021407	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"2.5	"	"0.01	"	"1.55	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K练习本(5本)	"1599890404782	"	"	"	无售后或售后取消	"777218191251296	"	申通快递	2024/5/28 22:09
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-673851697350497	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.81	"	"0.0	"	"3.24	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218191250382	"	申通快递	2024/5/28 21:58
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-330254313670497	未发货，退款成功	"4.5	"	"0.0	"	"0.45	"	"0.81	"	"0.0	"	"3.24	"	"4.05	"	"1	"	"	"	"	"	"609881478958	"	16K书法本(田字格5本)	"1599890404774	"	"	"	退款成功	"	"	"	"	2024/5/28 21:58
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-660849375630957	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.41	"	"0.0	"	"3.64	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K作文本300格(5本)	"1599890404771	"	"	"	无售后或售后取消	"777218191250375	"	申通快递	2024/5/28 21:48
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-489050683790957	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.41	"	"0.0	"	"3.64	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K方格语文本(5本)	"1599890404773	"	"	"	无售后或售后取消	"777218191250375	"	申通快递	2024/5/28 21:48
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-317251991950957	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.4	"	"0.0	"	"3.65	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218191250375	"	申通快递	2024/5/28 21:48
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-145453300110957	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.4	"	"0.0	"	"3.65	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K练习本(5本)	"1599890404782	"	"	"	无售后或售后取消	"777218191250375	"	申通快递	2024/5/28 21:48
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-207211784591179	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.31	"	"0.01	"	"4.19	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K生字本(5本)	"1599890404781	"	"	"	无售后或售后取消	"777218191251727	"	申通快递	2024/5/28 21:47
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-079833383221902	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K读书笔记本(5本)	"1599890404785	"	"	"	无售后或售后取消	"777218191247035	"	申通快递	2024/5/28 21:29
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-559242361073887	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K汉语拼音本(5本)	"1599890404784	"	"	"	无售后或售后取消	"777218191251338	"	申通快递	2024/5/28 21:19
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-530804917823491	已发货，待收货	"18.0	"	"0.0	"	"1.8	"	"1.94	"	"0.0	"	"14.26	"	"16.2	"	"4	"	2024/5/29 8:38	"	"	"609881478958	"	16K单线数学本(5本)	"1599890404780	"	"	"	无售后或售后取消	"777218191251776	"	申通快递	2024/5/28 21:12
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-570546000210372	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K方格语文本(5本)	"1599890404773	"	"	"	无售后或售后取消	"777218191251193	"	申通快递	2024/5/28 20:58
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-398747308370372	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K读书笔记本(5本)	"1599890404785	"	"	"	无售后或售后取消	"777218191251193	"	申通快递	2024/5/28 20:58
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-226948616530372	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K纠错本(5本)	"1599890404783	"	"	"	无售后或售后取消	"777218191251193	"	申通快递	2024/5/28 20:58
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-288444956953141	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K横线语文本(5本)	"1599890404772	"	"	"	无售后或售后取消	"777218191247303	"	申通快递	2024/5/28 20:58
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-503458076442484	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K双线数学本(5本)	"1599890404779	"	"	"	无售后或售后取消	"777218191247169	"	申通快递	2024/5/28 20:53
莱特5本加厚200页B5学生笔记本办公记事本白领工作记录本子笔记本	240528-032812644722278	已发货，待收货	"5.4	"	"0.0	"	"0.0	"	"1.0	"	"0.0	"	"4.4	"	"5.4	"	"1	"	2024/5/29 8:38	"	"	"608059073339	"	A5五本（每本40张）	"1593732323450	"	"	"	无售后或售后取消	"777218191250175	"	申通快递	2024/5/28 20:42
莱特10本超厚400张草稿纸作业练习本学生空白大学生考研验算纸张	240528-219920525664064	已发货，待收货	"7.8	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"7.8	"	"7.8	"	"1	"	2024/5/29 8:38	"	"	"612572388478	"	10本装/每本40张（400张）	"1596114591035	"	"	"	无售后或售后取消	"777218191251168	"	申通快递	2024/5/28 20:05
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-360786235730238	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K田字本(5本)	"1599890404778	"	"	"	无售后或售后取消	"777218191250357	"	申通快递	2024/5/28 20:03
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-188987543890238	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K汉语拼音本(5本)	"1599890404784	"	"	"	无售后或售后取消	"777218191250357	"	申通快递	2024/5/28 20:03
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-017188852050238	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K横线语文本(5本)	"1599890404772	"	"	"	无售后或售后取消	"777218191250357	"	申通快递	2024/5/28 20:03
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-516061991133080	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218191250254	"	申通快递	2024/5/28 19:48
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-551910193353028	已发货，待收货	"4.5	"	"0.0	"	"0.0	"	"0.0	"	"0.0	"	"4.5	"	"4.5	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K单线数学本(5本)	"1599890404780	"	"	"	无售后或售后取消	"777218191247194	"	申通快递	2024/5/28 19:25
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-117097131803079	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"3.0	"	"0.01	"	"5.1	"	"8.1	"	"2	"	2024/5/29 8:38	"	"	"609881478958	"	16K练习本(5本)	"1599890404782	"	"	"	无售后或售后取消	"777218191251089	"	申通快递	2024/5/28 19:17
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-298084002180082	已发货，待收货	"9.0	"	"0.0	"	"0.9	"	"0.0	"	"0.0	"	"8.1	"	"8.1	"	"2	"	2024/5/29 8:38	"	"	"609881478958	"	16K练习本(5本)	"1599890404782	"	"	"	无售后或售后取消	"777218191247054	"	申通快递	2024/5/28 18:43
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-560228022643809	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K英语本(5本)	"1599890404776	"	"	"	无售后或售后取消	"777218191251326	"	申通快递	2024/5/28 18:24
莱特5本36页牛皮学生作业本16K学校统一语文练习本小学汉语拼音本	240528-474328676723809	已发货，待收货	"4.5	"	"0.0	"	"0.45	"	"0.0	"	"0.0	"	"4.05	"	"4.05	"	"1	"	2024/5/29 8:38	"	"	"609881478958	"	16K单线数学本(5本)	"1599890404780	"	"	"	无售后或售后取消	"777218191251326	"	申通快递	2024/5/28 18:24
